character,nationality
Mike,USA
Bud,USA
Lam,unknown
Mr. Worm,Mongolia
Ted,Scottish
Jack McQuade,USA
Theo,USA
Allison,USA
Evelyn Namwong,Thailand
Hawkins,Unknown
Victor,Brazil
Matthew,Brazil
Karen,Brazil
Jennifer,Brazil
Nikki,Brazil
Harold Fine,USA
Harold's Brother,USA
Joyce,USA
Hippie Girl,USA
Guru,India
Grand Duke Peter,Russian
Maria,Polish
Baron Stephan Wolensky,Russian
Colonel Pavloff,Russian
Countess Olga Mironova,Russian
Prince Johann,Russian
Mitzi Reisenbach,Russian
Anton,Russian
Korum,Polish
Judge,USA
Judge's daughter,USA
Judge's wife,USA
Mammy Two Shoes,unknown
Tom,unknown
Jerry,unknown
Mechano,unknown
Homer Flagg,USA
Steve Harris,USA
Wally Cook,USA
Oliver Stone,USA
Michael Corleone,USA
Vito Corleone,Italy
Yamato Crew,Earth
Zwordar the Great,Andromeda Galaxy
Teresa of Telezart,Antimatter Race
Desslar,Gamilas
Susumu Kodai,Earth
Ben Tyler,USA
Jim Harper,USA
Laurie Harper,USA
Zack Tyler,USA
Noreen,USA
Jack Doran,USA
Longden brothers,USA
Marjane Satrapi,Iran
Taji,Iran
Uncle Anoush,Iran
Markus,Austria
Reza,Iran
Jason,unknown
Terra,unknown
Tug,unknown
Rabbit,unknown
Metron,unknown
Daniel,unknown
Darstar,unknown
Eco Warriors Leader,unknown
John Banning,England
Stephen Banning,England
Joseph Whemple,England
Mehemet Bey,Egypt
Isobel,England
Police Inspector Mulrooney,England
James Miller,England
French Antiques Dealer,France
The Stooges,unknown
Ivan Bustoff,unknown
Mobsters,unknown
Arena Woman Spectator,unknown
Sam Dietz,USA
Xiao Wu,China
Bill Natolly,England
Major Elbert Stevens,USA
Rupert 'Wolf' Wolfsen,USA
Leslie Peterson,USA
Nick,USA
K-Luv,USA
Lincoln,USA
Angela,USA
Sean,Unknown
Sheena Hershey,Unknown
Scarlet VJ,Unknown
Mado,Unknown
Madame Simone,Unknown
May,USA
Stan,USA
Pauline,USA
Russell,USA
Cleo,USA
Marilyn,USA
Rosa,USA
Arthur,USA
Gwen,Wales
Rhys,Wales
Mateo,Argentina
Cerys,Wales
Alejandro,Argentina
Sissy,Wales
Laurent van Horn,Dutch
Francisca Alvarado,Spanish
Governor,Spanish
Bhagwant,India
Priya,India
Fernandes,India
Arvind Desai,India
Marxist Friend,India
Alice,India
Major Paul Krüger,Germany
Colonel General von Brock,Germany
Sergeant Angelo,USA
Captain Baumann,Germany
Captain Schmidt,Germany
Main Character,USA
Surfing Instructor,USA
Troublemaker Teen,USA
Gil Kyle,USA
Candace Bronson,USA
Julia Crichton,Creta
Ashley Crichton,Creta
Edward Elric,Amestris
Alphonse Elric,Amestris
Roy Mustang,Amestris
Riza Hawkeye,Amestris
Melvin Voyager,Unknown
Travis,USA
Al,USA
Marie,Germany
Nickoloff,Russia
Japheth,N/A
King Nephilim,N/A
Claire Summers,USA
Eric,USA
"Claire's Sister, Emma",USA
Frank Chandler (Chandu),USA
Princess Nadji,Egypt
High Priestess Ossana,Lemuria
Professor Frankenstein,England
Dr. Karlton,England
Margaret,England
Jack B. Quick,Strain and Eastman
"Reverend, Doctor, Saint Francis Blade",Strain and Eastman
Rocket Ranger Dan Danger,unknown
Mr. Moto,undefined
Lieutenant Riggs,undefined
Lee Chan,undefined
Bill Steele,undefined
Frank Stanton,undefined
Biff Moran,undefined
Nick Crowder,undefined
Clipper McCoy,undefined
Wellington,undefined
Philip Benton,undefined
Cheung,France
Irma Vep,fictional
Zoe,France
Woo-min,South Korea
Cheol-jung,South Korea
Do-wan,South Korea
Yeon-hwan,South Korea
Gang-seop,South Korea
Hélène Régnier,France
Charles Régnier,France
Michel,France
Paul Thomas,France
Sonia,France
John,USA
George Johnson,USA
Sawar Ramachandran,India
Capt. Verma,India
Capt. Kapoor,India
Krishna Kumar,India
Capt. Ajay Suri,India
Captain Vikas Ray,India
Amsterdam Artist Group,Netherlands
Virgin Mary,Heaven
Ie-hwa,Korea
Yo-sub,Korea
Wu Suk-gi,Korea
David,USA
Wendell,USA
Darlene,USA
Francis,USA
Lenny,USA
Anand,India
Ranvir,India
Karan,India
Salim,India
Samrat,India
Hank Anderson,fictional
Shelby Gilmore,fictional
Bob Spangler,fictional
Kay Kirby,fictional
Iolani,fictional
Nikki Spangler,fictional
Rene Valdez,fictional
Rose Valdez,fictional
Brian,fictional
Sam,fictional
Mona,fictional
Francis Fendly,fictional
Tom Conti,fictional
Libby Caruso,USA
Paul Davis,USA
Wayne Szalinski,USA
Diane Szalinski,USA
Nick Szalinski,USA
Adam Szalinski,USA
Dr. Charles Hendrickson,USA
Clifford Sterling,USA
Marshall Brooks,USA
Terrence Wheeler,USA
Gray Wolf,Native American
Bond Emeruwa,Nigeria
Jeff Trent,USA
Paula Trent,USA
Inspector Daniel Clay,USA
Col. Thomas Edwards,USA
Eros,Alien
Tanna,Alien
Charlie Kilworth,Unknown
Lily,Unknown
Frederick Wyatt,Unknown
Ede,Unknown
Alex Lamont,Unknown
Sir Alfred de Carter,England
August Henshler,England
Daphne,England
Anthony Windborn,England
Sweeney,England
Davey Gordon,USA
Gloria Price,USA
Vincent Rapallo,USA
J.C. Wiatt,USA
Elizabeth,USA
Jeff Cooper,USA
investment banker,USA
old boss,USA
John,USA
Zack Thomas,USA
Joe Jarrett,USA
Missie May,USA
Joe,USA
Otis D. Slemmons,USA
Sophie,Poland
Julien,Belgium
Johnny Hooker,USA
Henry Gondorff,USA
Luther Coleman,USA
Joe Erie,USA
Lieutenant William Snyder,USA
Agent Polk / Hickey,USA
Bruce Nolan,USA
Grace Connelly,USA
Evan Baxter,USA
God,Unknown
Susan Ortega,USA
Jackie Chan,Hong Kong
Morgan,USA
Lieutenant General Sherman,USA
Morgan's Hitmen,Unknown
Yuki,Japan
Christine Stark,USA
Dave Kovic,USA
President Bill Mitchell,USA
Secret Service agent Duane Stevensen,USA
White House Chief of Staff Bob Alexander,USA
Communications Director Alan Reed,USA
Vice President Gary Nance,USA
First Lady Ellen Mitchell,USA
Désiré,Burundi
Jean Claude,Burundi
Jérémie,Burundi
Keegan,USA
Quinn,USA
Natalia Cigliuti,USA
Nick Carter,USA
Reno Wilson,USA
Christian Monzon,USA
Greg Grunberg,USA
Beautiful Young Woman,unknown
Mike,Germany
Gunther,Germany
Hanna,Germany
Carter 'Doc' McCoy,USA
Carol McCoy,USA
Rudy,USA
Jack Benyon,USA
Hansen,USA
Harold,USA
Fran,USA
Gollie,USA
Jim Deer,USA
The old cowboy,USA
Esperanza Quintero,USA
Ramon Quintero,USA
Mickey,USA
Minnie,USA
Goofy,USA
Donald,USA
Pluto,USA
Racing Driver,unknown
Harley Street Doctor,UK
Leonora,unknown
Cenci,unknown
Albert,unknown
Lieutenant Villarreal,Spain
Asunción,Argentina
Sacristan,Spain
Sir Francis Villiers,England
Lady Villiers,England
Ann Villiers,England
Robin Marshall,England
David Marshall,England
Ged,Earthsea
Tenar,Earthsea
Tygath,Earthsea
Kossil,Earthsea
Vetch,Earthsea
Ogion,Earthsea
Jasper,Earthsea
Vlad,Romania
Vatican Officials,Vatican City
Madhu Saxena,India
Raghav,India
Ria,India
Samuel Pierret,France
Nadia,France
Hugo Sartet,France
Captain Catherine Fabre,France
Captain Patrick Werner,France
Luc (Hugo's brother),France
Marconi,France
Francis Meyer,France
Vogel,France
Moreau,France
Officer Susini,France
Jack Noah,USA
Roberto Strausmann,fictional
Madonna,fictional
Doraemon,Japan
Gian,Japan
Shizuka,Japan
Suneo,Japan
Martin Q. Blank,USA
Grocer,USA
Debi Newberry,USA
Paul,USA
Felix LaPoubelle,Basque
Bart Newberry,USA
Ruth,Northern Ireland
Arthur Rimbaud,France
Gianni,Italy
Paolo,Italy
Nicole,Germany
Bartholomew 'Barley' Scott Blair,UK
Dante / Yakov,Russia
Katya Orlova,Russia
Ned,UK
Russell,USA
Brady,USA
Quinn,USA
Tallulah Winters,USA
Merton Kibble,USA
Bert Lahr,USA
Tommy Dorsey,USA
Buddy Rich,USA
Virginia O'Brien,USA
Priam Farrel,England
Lillian Gish,USA
James 'The Grim Reaper' Roper,USA
Rev. Fred Sultan,USA
Terry Conklin,USA
Mitchell Kane,USA
Marvin Shabazz,USA
Mrs. Barrington,UK
Ronald,UK
Charles Dimble,UK
Flight Lieutenant Perry,UK
Helen,UK
John Barrington,UK
Rob Haley,Unknown
Gordon Ramsay,UK
Kate Templeton,USA
Guy Witherspoon,Unknown
Young Woman,unknown
Wealthy Novelist,unknown
Novelist's Cousin,unknown
Bosse/Mio,Sweden
King (Mio's father),Sweden
Jiri,Sweden
Todd,USA
Alex,USA
Sheldon,USA
Claire,USA
Willy,USA
Coach Harris,USA
Dr. Velislava,Eastern Europe
Raghuvaran,unknown
Thomas Jerome Newton,alien
Mary-Lou,USA
Oliver V. Farnsworth,USA
Dr. Nathan Bryce,USA
Elderly Single Father,Unknown
Neighbor's Maid,Unknown
Older Daughter,Unknown
Abusive Husband,Unknown
Younger Son,Unknown
Older Son,Unknown
John Coulter,USA
Standing Bear,USA
Beth,USA
Greyeagle,Cheyenne
Ahmad,Philippines
Fatima,Philippines
Ibrahim,Philippines
Musa,Philippines
Rashid,Philippines
Francis,Philippines
Yusef,unknown
Jehangir,unknown
Amazing Ayyub,unknown
Fasiq,unknown
Umar,unknown
Rabeya,unknown
Dr. Mortimer Granville,UK
Lord Edmund St. John-Smythe,UK
Dr. Dalrymple,UK
Emily Dalrymple,UK
Charlotte Dalrymple,UK
Mary Boleyn,England
Anne Boleyn,England
Henry VIII,England
Johnny,USA
Uncle,USA
Chacha,India
Nikki,UK
Vincent,UK
Wealthy Italian,Italy
Gary,USA
Professor,Unknown
Women Group,USA
Two Men,Unknown
Shakib Khan,Bangladesh
Moushumi,Bangladesh
Ferdous,Bangladesh
Quincy Johnson,USA
Wendell,USA
Christina Saunders (Prodigy),USA
Tracy,USA
Sheldon (Shell-Shock),USA
Ash,USA
Stéphane Miroux,France
Christine (Stéphane's mother),France
Stéphanie,France
Zoé,France
Guy (Stéphane's co-worker),France
Balu,India
Kasi,India
Hema,India
Dorai,India
Spike,Unknown
Tyke,Unknown
Tom,Unknown
Jerry,Unknown
Billy Ze Kick,fictional
Police Inspector,fictional
Kurt Cobain,USA
Courtney Love,USA
Tom Grant,USA
Hank Harrison,USA
Dylan Carlson,USA
Victoria Clarke,USA
Danny Goldberg,USA
Pepé Le Pew,France
Concert Pianist,unknown
Ex-RAF Pilot,UK
Chander,unknown
Sapna,unknown
Pooja,unknown
Chander's Father,unknown
Jai,unknown
Police Inspector,unknown
Brothel's Owner,unknown
Joel Goodson,USA
Miles,USA
Jackie,USA
Lana,USA
Barry,USA
Guido,USA
Vicki,USA
Bill Rutherford,USA
Aging Men,USA
Gangster,USA
Sarah,USA
Mark,USA
Chris,USA
Orked,Malaysia
Ariff,Malaysia
Mak Inom,Malaysia
Pak Atan,Malaysia
Kak Yam,Malaysia
Anuar,Malaysia
Alan,Malaysia
Latifah,Malaysia
Temah,Malaysia
Major Sharpe,England
Sergeant Major Harper,England
Lady Anne Camoynes,England
Lieutenant Colonel Girdwood,England
Sir Henry Simmerson,England
Jane Gibbons,England
Tetsu,Japanese
Yuki,Japanese
Shu,Japanese
Lupe,Mexico
Juancho,Mexico
Naurangia,India
Rama,India
Jenny Hawthorne,UK
Mary Hollins,UK
Alan Jeffcote,UK
Richie Maxwell,USA
Evan,USA
Thomas Sparrow,USA
Former Colleague,USA
Tom Harris,USA
Edmund Kemper,USA
Herbert McCormack,USA
Brandi,USA
Charlie Bellow,USA
Jordan Roark,USA
Mark Higbie,USA
Lieutenant Conti,USA
Valerie Steffan,Germany
Leigh Lockwood,USA
Laura Lockwood,USA
Olga,USA
Roro,Swedish
Måns,Swedish
Lisa,Swedish
Yasmine,Lebanese
Jinnah,Pakistan
Mohandas Karamchand Gandhi,India
Nehru,India
Lord Louis Mountbatten,Britain
Jay Brooks,USA
Baron von Frankenstein,Serbia
Katrin,Serbia
Nicholas,Serbia
Otto,Serbia
Erik,Serbia
Monica,Serbia
Ex-Con 1,USA
Ex-Con 2,USA
Ex-Con 3,USA
Hollywood Actress,USA
Jack Bishop/Roberto,USA
Amaya Bishop,Mexico
Toby Bishop,USA
Katie,USA
Sheriff,USA
Balu,India
Mohanasundaram,India
Chandra,India
Kantha,India
John Wisdom,USA
Karen,USA
Sheriff,USA
Naomi,USA
Jimmie,USA
Mrs. Saunders,USA
Ontrue Cowper,USA
Clyde Wade,USA
Bijoy,India
Sonali,India
Krazy Kat,unknown
Ducky,unknown
Blackrat,unknown
Clyde Barrow,USA
Bonnie Parker,USA
C.W. Moss,USA
Buck Barrow,USA
Blanche,USA
Frank Hamer,USA
Ivan Moss,USA
Rudy 'Disco' Gambola,Italian
Victor Clooney,USA
Celia,USA
Dr. Zuckerbrot,USA
Burt Simpson,USA
Wife,USA
Young Son,USA
Partner,USA
Trianon,USA
Slavin,Soviet Union
Glabb,Nagonia
Ogano,Nagonia
The Boy,unknown
Unknown Boat Driver,unknown
Shankar,India
Vijay,India
Ratan,India
Usman,India
Sunita,India
Monto,India
Shakaal,India
Ajit,India
David,unknown
Alexis,unknown
Young Man,unknown
Jeon Woochi,South Korea
Master,South Korea
Hwadam,South Korea
Chorangyi,South Korea
Seo In-kyung,South Korea
Preta,Brazil
Bárbarah,Brazil
Mayah,Brazil
Lena,Brazil
J.J.,USA
Richard Rich Sr.,USA
Regina Rich,USA
Sean Lau,China
Waise Lee,China
Bowie,USA
Chicamaw,USA
T-Dub,USA
Keechie,USA
American Man,USA
Abu Sayyaf,Philippines
Jenny,USA
Tora-san,Japan
Female Doctor,Japan
Arjun,India
Zoya,India
Underworld Don,India
Temüjin,Mongolia
Börte,Mongolia
Yesügei,Mongolia
Targutai,Mongolia
Jamukha,Mongolia
Chiledu,Mongolia
Princess Fragrance,China
Alex Gates,USA
Suzanne,USA
Jason,USA
Gabriela,Cuba
Victor,USA
Julia Sturges,USA
Richard Sturges,USA
Annette Sturges,USA
Norman Sturges,USA
Molly Brown,USA
Earl Meeker,USA
Gifford Rogers,USA
Corrine Morgan-Thomas,USA
Stephen,USA
Philip,USA
Barjo,unknown
Fanfan,unknown
Charles,unknown
Ahn Mo-rae,South Korea
Han Sang-in,South Korea
Park Du-re,France
Thomas Dunson,USA
Nadine Groot,USA
Matthew Garth,USA
Cherry Valance,USA
Tess Millay,USA
Thérèse Martin,French
Mac,USA
Simon,USA
Claire,USA
Davis,USA
Reb Kalman,Israel
Reb Pinchas,Israel
Max,France
Kuni Lemel,Israel
Ganor,Israel
Eric Gorman,unknown
Irene Girard,Italy
George Girard,Italy
Michele Girard,Italy
Andrea Casatti,Italy
Ryan White,USA
Ryan's Mother,USA
Attorney,USA
Father Antonio,Italy
Edmondo Raumo,Italy
Ben,USA
Elena,USA
Jim,USA
Janey,USA
Paul,USA
Wendy,USA
Mikey,USA
Sandy,USA
Libbets,USA
Francis,USA
Irving 'Irv' Blitzer,USA
Sanka Coffie,Jamaica
Kurt Hemphill,USA
Juliet Rouget,France
Red (Australian Lighthorse member),Australia
Larry (Australian Lighthorse member),Australia
Jim (Australian Lighthorse member),Australia
Harry Patterson,USA
Mudgin,USA
Emily Sears,USA
Henry V,England
Catherine,France
Henderling,USA
Dave Reilly,USA
Roy,India
Businessman,India
Surulunda,fictional
Hector,fictional
Lilly,fictional
Jerome,fictional
Leon,fictional
Major Wright,USA
Convicts,USA
Po,China
Mr. Ping,China
Shifu,China
Bette Warren,USA
Bette's Father,USA
Bette's Brother,USA
Scott,Japan
Sylvia Chang,Taiwan
Gigi,Taiwan
Takeshi Kaneshiro,Japan
Karen Mok,Hong Kong
DJ Hound,USA
Carl Cox,UK
Tiësto,Netherlands
Judge Jules,UK
Eddie Halliwell,UK
Bob Sinclar,France
Pete Tong,UK
Spankox,Italy
Anne Savage,UK
Marc Aurel,Germany
Kai Tracid,Germany
Lisa Lashes,UK
Chris Cox,USA
Robbie Rivera,Puerto Rico
Kevens,USA
Ferry Corsten,Netherlands
Junior Jack,Italy
Marco V,Netherlands
Annabella Lwin,UK
Barbie,USA
Raquelle,USA
Carrie and Taylor,Fairy
Crystal,Fairy
Princess Graciella,Fairy
Ken,unknown
Zane,unknown
Biramdev,India
Meera,India
Krishna,India
Jaimal,India
Akbar,India
Rana Bhojraj,India
Priest,Ireland
Valda,Lithuania
Nora,Ireland
Ben,Ireland
Laima,Lithuania
Marco,Italy
Teresa,Italy
Rudy,Italy
Maurizio Ponchia,Italy
Paolino,Italy
Cedro,Italy
Salvatore,Italy
Doris Stanley,unknown
Ann Winters,unknown
Steve Winters,unknown
Jimmy,unknown
Aunt Addie,unknown
Miss Roberts,unknown
Detective,unknown
Erik Stifler,USA
Tracy,USA
Cooze,USA
Ryan,USA
Dwight Stifler,USA
Brandi,USA
Jill,USA
Alexis,USA
Vicky,USA
Rock,USA
Max Steel,Unknown
Troy Winter/Extroyer,Unknown
Elementor,Unknown
Berto,Unknown
Kat,Unknown
Jefferson,Unknown
Peter Highman,USA
Sarah Highman,USA
Ethan Tremblay,USA
Darryl,USA
Peege,USA
Grandson,USA
Nicholas Orton,USA
Sun Wukong,China
Zhu Bajie,China
Sha Wujing,China
Henry Adler,unknown
Ramachandran,India
Somna,India
Leela,India
Kailash Nath Kaushal,India
Amar Kumar,India
Shamsher Singh,India
Bobby,India
Rebecca,USA
Society Playboy,USA
Ted,USA
Alice,France
Night Clerk,USA
Mr. Traynor,USA
Mr. Barkley,USA
Michael Cannon (Biscuit),UK
Sister Therese (Sea Wife),UK
Bulldog,UK
Number Four,UK
Hyakken Uchida,Japan
Former Students,Japan
German Man,Germany
IRS Agent,USA
Countess Elisabeth Nádasdy,Hungary
Captain Dobi,Hungary
Lt. Imre Toth,Hungary
Fabio,Hungary
Ziza,Hungary
Ilona,Hungary
Aaron,Israel
Ezri,Israel
Rabbi Vaisben,Israel
Anirudh Parmar,India
Kavita Prasad,India
Manju,India
Suresh,India
Dubey,India
Sam Gold,USA
Leon,USA
Yosef,Israel
Rachel,USA
Judy,UK
Tom Foley,UK
Kay Miniver,UK
Clem Miniver,UK
One-Armed Boxer,China
Imperial Assassin,China
Thai Boxer,Thailand
Yoga Master,India
Kobojutsu User,Japan
Anbu,India
Malar,India
Kanthaswamy,India
Kamala,India
Palani,India
Guna,India
Stanley Stupid,USA
Joan Stupid,USA
Buster Stupid,USA
Petunia Stupid,USA
Colonel Neidermeyer,USA
Lieutenant Neal,USA
Mr. Sender,USA
Lloyd,USA
Floyd,USA
Gabriela,Colombia
Lodger,USA
Elena,USA
Paul Guell (The Blue Blood Killer),USA
Eduardo,USA
Children,Netherlands
Oh Sun-young,South Korea
Professor,South Korea
Next Door Neighbor,South Korea
Boss' Husband,South Korea
Kurt Sloane,USA
Eric Sloane,USA
Tong Po,Thailand
Winston,USA
Xian Chow,Thailand
Freddy Li,Thailand
Mylee,Thailand
Lee Ji-soo,South Korea
Baek Jong-woo,South Korea
Abhijit,India
Abhijit's Father,India
Dr. Anne Turner,UK
Ali,Turkey
Neşe,Turkey
Emine,Turkey
Hasan,Turkey
Sasha,Russia
Vanya,Russia
Dougal,fictional
Zebedee,fictional
Ermentrude,fictional
Brian,fictional
Dylan,fictional
Mr. Machenry,fictional
Buxton,fictional
Florence,fictional
Madam Blue,fictional
Kafka,Hong Kong
Daniel,British
Otík,Czech Republic
Mr. Pávek,Czech Republic
Turek,Czech Republic
Thérèse,France
Bernard,France
Anne,France
Jean,France
Aardvark Ratnik,Russian
Craig,unknown
Victor,USA
Cosmo,USA
Lenny,USA
Jedda,Aboriginal
Sarah McMann,European
Marbuck,Aboriginal
Joe,half-caste
Yank Justice,USA
Jennifer McGraw,USA
Captain Jim Hadley,USA
Lieutenant King,USA
Frank Rogers,USA
Joan,USA
Orton,UK
Halliwell,UK
Peggy Ramsay,UK
Lahr,UK
MAN1,unknown
MAN1's Wife,unknown
Stranger,unknown
Karl Von Austreim,Germany
Angela Moore,USA
Count Jules De Destin,France
Bing Crosby,USA
Leslie McWhinney,USA
Anita Rogers,USA
George Burns,USA
Gracie Allen,USA
Silva Vacarro,Italy
Terry Hawkins,USA
Minute Fong,China
Lai,China
Local Boy,China
Local Boy's Mother,China
Local Boy's Grandfather,China
Minute Fong's Girlfriend,China
Taku Morisaki,Japan
Yutaka Matsuno,Japan
Rikako Muto,Japan
Yumi Kohama,Japan
Okada,Japan
Shimizu,Japan
Dan Berger,USA
Cesira,Italy
Rosetta,Italy
Michele,Italy
Alphonse Juin,France
Prince Alihabad,fictional
Girl's Parents,USA
Killer,fictional
Ira Parks,USA
Glenda,USA
Chester,USA
Fred,USA
Aurora,USA
Horty,France
Zoe,France
Simeon,France
Marie,France
Zeppe,France
Sach,USA
Louie,USA
Slip,USA
Charlie Tuttle,USA
Richard Rjetti,USA
Benny Gibbs,USA
Hossain Sabzian,Iran
Mrs. Ahankhah,Iran
Mr. Ahankhah,Iran
Mohsen Makhmalbaf,Iran
Ambitious Journalist Friend,Iran
Cody,USA
Gaza,Australia
Kurdaitcha Man,Aboriginal
Frank Dux,USA
Senzo Tanaka,Japan
Ray Jackson,USA
Janice Kent,USA
Chong Li,unknown
British Prime Minister,UK
American President,USA
Ankush Ramdev,India
Megha,India
Raj,India
Sheldon,USA
Francesca,not specified
Mishima,Japan
General,Japan
Terry Taylor,USA
Gary Underwood,USA
Hubert Morrison,USA
Sue Ann Mobley,USA
Lynne,USA
Marge Endicott,USA
Armand,USA
Lavinia Smart,Australia
Constable Graham McGahan,Australia
Mike Halligan,USA
Mi-sook,South Korea
Do-il,South Korea
Lee Jin-seong/Kim Jin-seong,unknown
Min-jee,South Korea
Thomman,India
Shivan,India
Sathyan,India
Panicker,India
Thevar,India
Rajakkannu,India
Poonkavanam,India
Kaaliyappan,India
Daniel Küblböck,German
Rike,German
Tom,German
Petra,German
Sooze,USA
Tim,USA
Pony,USA
Sakura,unknown
Syaoran,unknown
Tomoyo,unknown
Eriol,unknown
Meiling,unknown
Kero,unknown
Toya,unknown
Yukito,unknown
Yue,unknown
John Newton,UK
Clash,USA
Kermit Love,USA
Jim Henson,USA
Elmo,USA
Wippersberg,Austria
Anthropologists from Sub-Saharan Africa,Sub-Saharan Africa
Hill's Character,unspecified
Spencer's Character,unspecified
Villain,unspecified
Cliff,UK
The Shadows,UK
Krishnaswamy,India
Dhanush,India
Panjapakesan,India
Sukanya,India
Kaveri,India
Atatürk,Turkey
Quentin Kemmer,USA
Detective,USA
Attractive Neighbor,USA
Hari,India
Shekhar,India
Ashim,India
Sanjay,India
Ria,India
Percy,unknown
Rashad,USA
Ant,USA
George,USA
Brooklyn,USA
Teddy,USA
Esquire,USA
John Garnett,USA
Erin,USA
Marcus,USA
Tondie,USA
Frank Webber,UK
Alice White,UK
Mr. Crewe,UK
Tracy,UK
Chief Inspector,UK
Sanjana,India
Vicky,India
Jody,USA
Juanita,USA
Melvin,USA
Yvette,USA
Peanut,USA
P,USA
Rodney,USA
JoJo,USA
Sweetpea,USA
Kim,USA
Peter Sellers,UK
Robert Morley,UK
Steven Post,USA
Jennifer Scott,USA
E. J. Crampton,USA
Francis X. Wilbanks,USA
Albert Mertons,USA
Armaan Ali,India
Muskaan,India
Arif,India
Sakina,India
Leo,Austria
Felicitas,Austria
Count,Austria
Ulrich,Austria
Brenden James Abbott,Australian
Aaron Reynolds,Australian
William Abbott,Australian
Glen Abbott,Australian
Pfc. Franklin Bean,USA
MSgt. Otis McKinney,USA
Thérèse,France
Bernard Desqueyroux,France
Kresten,Denmark
Liva,Denmark
Anne Boleyn,England
Henry VIII,England
Thomas Howard,England
Lady Elizabeth Boleyn,England
Mary Boleyn,England
Marcus Jones,USA
Dietrich,USA
Frank Smith,USA
John Redvale,USA
Floria,USA
Zander,USA
Vivek,India
Vani,India
Elizabeth,England
Darcy,England
Jane,England
Bingley,England
Lydia,England
Collins,England
Wickham,England
Lan Yu,China
Li Zheng,China
Chen Handong,China
Jingping,China
Young Woman,Greece
Nico,Unknown
Jeanne,Unknown
Zoé,Unknown
Victor Costa,Unknown
Claudine,Unknown
M. Bébé,Unknown
M. Hulot,Unknown
M. Grenouille,Unknown
M. Patate,Unknown
Lucas,Unknown
Camille,French
Sullivan,French
Lorenz,Danish
Mahesak,Thai
Kaoyot,Karen
Yosthana,Thai
Deungdao,Thai
Andy Kaufman,USA
George Shapiro,USA
Tony Clifton,USA
Bob Zmuda,USA
Lynne Margulies,USA
Jerry Lawler,USA
Hibiki Kanzaki,unknown
Ishtar,unknown
Emperor Ingues,unknown
Silvie Gena,unknown
Morgan Carter / Claudia Miller,USA
Aunt Trudy,USA
Eli,USA
Emily,USA
Debbie,USA
Marissa,USA
Sarah,USA
Viktor,Russia
Betty,USA
Cotton Merchant Family (England),England
Cotton Merchant Family (America),USA
Cotton Merchant Family (France),France
Cotton Merchant Family (Prussia),Prussia
Main Character,Georgia
Father,Georgia
Prostitute,undisclosed
Azerbaijani Militants,Azerbaijan
Armenians,Armenia
Giulia and Tommaso,Italy
Barbara and Marco,Italy
Traffic police woman,Italy
Goffredo,Italy
Melos,Greek
Richard Hannay,UK
Annabella Smith,Unknown
Pamela,UK
Professor Jordan,Unknown
Mr. Memory,Unknown
Maclovia,Mexico
José María Lopez,Mexico
Maclovia's father,Mexico
Brutal Sergeant,Mexico
Andre Vishniac,International Crew
Lowell,Earth
Sagan,International Crew
Sanchez,International Crew
Rodrigo,International Crew
Nicolas,Argentina
Mother,Argentina
Aunt,Argentina
Mixto,Argentina
Right-wing extremists,Argentina
Father of Nicolas' nephew,Argentina
Justin 'Rocketshoe' Schumacher,USA
Jen,USA
Kip,USA
Aki,USA
Hector,USA
Darnell,USA
Cole,USA
Nam-yi,Korean
Ja-in,Korean
Choi Pyeong-ryung,Korean
Kim Min-soon,Korean
